story,zone,word_text,gpt2_surprisal
1,227,visiting,6.529457550266013
1,228,the,1.3421963769180032
1,229,well .,2.9682940606523673
1,230,That,5.9448898958445335
1,231,the,4.529389439640601
1,232,people,6.301210431208135
1,233,of,0.5432811122943894
1,234,Bradford,0.20068775917036744
1,235,bore,13.251737921095787
1,236,the,2.17656530607337
1,237,brunt,3.0390902889234157
1,238,of,0.03966140819113569
1,239,the,1.3791680893132592
1,240,beast 's,14.260276658229563
1,241,ferocity,11.88927313399071
1,242,was,1.8498054927053695
1,243,unfair,16.990036747783417
1,244,in,6.072403336639048
1,245,the,2.773889085691995
1,246,eyes,0.7418874084370269
1,247,of,0.00403422660080702
1,248,the,1.286042407576113
1,249,people,2.6087986395625133
1,250,of,0.34688767392474085
1,251,the,2.49320514431665
1,252,region .,7.43449544053079
1,253,"Eventually ,",11.044851385744701
1,254,the,2.037064674513718
1,255,issue,14.136607921841835
1,256,reached,8.514598942657742
1,257,the,1.3584378165262088
1,258,ears,2.538336487590766
1,259,of,0.028735366505194978
1,260,the,0.946014304676698
1,261,kindly,13.922931172965052
1,262,Lord,7.7126754864922225
1,263,of,4.667593665978049
1,264,the,1.9305838520064713
1,265,Manor,5.5779762610836885
1,266,who,5.757807168235971
1,267,the,9.432529512344447
1,268,people,5.124659574425273
1,269,had,5.605010213972813
1,270,often,8.523921090265109
1,271,asked,4.370154830790347
1,272,for,3.1351886907807254
1,273,help .,8.489398668792115
1,274,The,2.539691882862216
1,275,Lord,3.038735316732035
1,276,saw,9.647424586319941
1,277,the,2.581878195222958
1,278,severity,13.558490304758314
1,279,of,0.3110065465142686
1,280,the,0.5064107406761543
1,281,problem,2.2129853841159832
1,282,the,8.689082909194697
1,283,people,1.8493526623856478
1,284,faced,4.1362233411561515
1,285,and,1.1811261972350906
1,286,suggested,6.441418255428134
1,287,a,4.771353207000693
1,288,contest,11.812724684796494
1,289,could,9.917950544404725
1,290,solve,11.143719740176808
1,291,the,1.7603279069583253
1,292,problem .,2.3902747961473088
1,293,He,4.946488643819119
1,294,said,5.382717134287805
1,295,that,1.6021315573713302
1,296,whoever,7.879855693812338
1,297,could,2.37621514994578
1,298,kill,9.219868836968963
1,299,the,0.6410185518100845
1,300,boar,0.6674242903686197
1,301,and,4.315565473614681
1,302,bring,4.039271217419959
1,303,as,9.797818598985243
1,304,proof,15.731510360466798
1,305,its,6.509377543881875
1,306,head,7.937628105890173
1,307,to,2.46704331545005
1,308,the,1.1749077345365186
1,309,Manor,8.94608208782382
1,310,House,8.254141536885069
1,311,would,2.821930203436059
1,312,be,1.6292750632090547
1,313,rewarded,3.1532038734586045
1,314,with,0.7742235864522522
1,315,land,9.828754150291841
1,316,and,2.3549360805198267
1,317,fame .,7.6212308491759355
1,318,It,4.735502391532436
1,319,was,1.099265121155482
1,320,the,4.7301702414250855
1,321,people,5.876903778097258
1,322,of,0.7340680452328985
1,323,Bradford,0.31132660622752434
1,324,and,6.751402537065675
1,325,the,1.481602332028355
1,326,people,3.195264982449518
1,327,who,4.796638440295845
1,328,knew,6.371034699527832
1,329,them,8.274676953328692
1,330,who,5.497239693566747
1,331,rejoiced,13.587385393432426
1,332,at,1.8314743778978553
1,333,this,2.466917080184317
1,334,proclamation,11.513201075915035
1,335,but,7.728843919465137
1,336,one,8.500009310419747
1,337,question,8.230169219146603
1,338,remained :,6.902228742132595
1,339,who,4.314022789236442
1,340,would,1.4066653634638084
1,341,kill,5.3018481401296995
1,342,the,0.3323487120752575
1,343,boar ?,1.6760439856480602
1,344,By,8.097099362868015
1,345,the,2.3937277993178383
1,346,handsome,14.386244179222219
1,347,reward,9.88178534465069
1,348,many,8.040424888033288
1,349,felt,8.962101239855786
1,350,"tempted ,",14.785881984858635
1,351,but,1.5434717148150434
1,352,the,2.6390810007611347
1,353,thought,8.88417452488864
1,354,of,1.1723861249095682
1,355,the,2.9178679734974633
1,356,boar,2.0733943044617367
1,357,with,9.241376299355263
1,358,its,1.831312026275441
1,359,deadly,8.8578549879312
1,360,tusks,12.721040048438763
1,361,and,1.9562130506033488
1,362,face,9.28486933589726
1,363,like,6.186762168434367
1,364,thunder,12.547470341673792
1,365,soon,10.448418648240196
1,366,put,7.219465704139671
1,367,an,1.89637478292335
1,368,end,0.003891872664205939
1,369,to,0.017299986106193915
1,370,their,3.207915338316383
1,371,ambitions .,9.884340060937932
1,372,"However ,",7.897956265876371
1,373,there,5.542059748242801
1,374,was,1.2257176009768234
1,375,one,2.06589997368798
1,376,"huntsman ,",25.25904381469967
1,377,who,1.9871226325296671
1,378,was,3.0587300197213447
1,379,still,7.187204510560221
1,380,wet,14.724364822540913
1,381,behind,10.550357580920807
1,382,the,1.7950871485415567
1,383,"ears ,",4.545482028264485
1,384,who,3.3037406317241227
1,385,decided,5.479875293239732
1,386,the,5.151305878419353
1,387,prize,6.6190467527534675
1,388,was,1.2723687549366145
1,389,worth,3.4504143156859604
1,390,a,4.051116006550182
1,391,"shot ,",12.248173061960868
1,392,in,7.587310452972287
1,393,spite,4.896468521711577
1,394,of,0.018129529642871615
1,395,the,0.967045289128782
1,396,boar 's,5.953185533425287
1,397,reputation .,7.743465884441493
1,398,The,2.2962191397234535
1,399,huntsman,5.808976056521638
1,400,discovered,10.87272461342047
1,401,the,1.7078317506263108
1,402,boar,1.0189395619427768
1,403,preferred,16.59804563476966
1,404,to,1.2930278269062077
1,405,come,7.068426412568331
1,406,out,4.02519684520395
1,407,in,4.853690589031866
1,408,the,1.8095285317345067
1,409,middle,4.4008269046758235
1,410,of,0.04015073376681634
1,411,the,0.38673532320338744
1,412,day .,9.370212630700214
1,413,So,5.681054062878313
1,414,he,1.9803406686755431
1,415,went,4.081654277933287
1,416,to,1.4923627705448883
1,417,the,0.8776151705933758
1,418,wood,7.459182690148891
1,419,by,8.746769329947101
1,420,the,1.601812185588678
1,421,well,1.024323853024664
1,422,with,6.23295120501129
1,423,his,1.4074936319103637
1,424,good,9.875882212142475
1,425,"bow ,",13.162696655333981
1,426,to,5.268897984050893
1,427,bide,14.857036882948057
1,428,his,0.0863737181066821
1,429,time .,3.4295947792004617
1,430,Around,10.333457877166856
1,431,"noontime ,",21.45769774441971
1,432,the,1.261096238077137
1,433,"boar ,",9.349909132525376
1,434,feared,13.795507163148988
1,435,by,2.6252601309724977
1,436,the,1.3459124920465213
1,437,"locals ,",
1,438,came,12.786072192174819
1,439,"out ,",15.831789660566582
1,440,as,6.625630248628496
1,441,slow,15.440195139545716
1,442,as,0.6644102561192369
1,443,a,4.182305748489539
1,444,"snail ,",9.426698268584293
1,445,from,7.5549391904962855
1,446,among,8.521822901924581
1,447,the,1.0443728165403214
1,448,"trees ,",7.6903376918675574
1,449,just,8.9557055490355
1,450,as,1.842964022854047
1,451,the,2.6465228620466195
1,452,huntsman,15.991630336278476
1,453,had,4.249704717466769
1,454,predicted .,11.925221632413573
1,455,The,3.9426733779445433
1,456,huntsman,7.69320621199913
1,457,leaped,11.54460041606089
1,458,from,3.360304693696995
1,459,his,2.3492221289275608
1,460,hiding,6.349175016672565
1,461,place,0.9039457144404718
1,462,and,2.468290705616758
1,463,through,10.061816783573878
1,464,the,0.5004441465697709
1,465,heart,12.003794658182661
1,466,with,9.416836439418518
1,467,his,1.8713396124025528
1,468,fine,10.888060650363208
1,469,arrows,9.341565136580694
1,470,shot,8.596646361939559
1,471,the,4.296726150073868
1,472,boar .,15.733371148255639
1,473,Now,7.987817458926165
1,474,the,2.144434131377973
1,475,problem,12.809416429272334
1,476,was,1.3034760309200997
1,477,no,7.5221682403396795
1,478,longer,0.9479731010786999
1,479,to,5.705661340563763
1,480,kill,3.459480553108844
1,481,the,1.0079552322461454
1,482,boar .,5.11956243054864
1,483,It,2.384026945913271
1,484,was,0.49062385121417906
1,485,to,0.534634641526599
1,486,find,4.858617204048483
1,487,a,2.0954261271707577
1,488,way,1.896682115920442
1,489,to,0.8598393877654976
1,490,carry,7.0994383241719135
1,491,the,2.4751660560503006
1,492,boar,2.837160950047072
1,493,back .,8.632993175372905
1,494,The,2.6399147726525176
1,495,head,9.791960181966251
1,496,was,4.103562459896097
1,497,too,6.248794246808772
1,498,heavy,4.116830577444861
1,499,for,1.6539905179818981
1,500,the,1.4339600420516414
1,501,little,9.161419501177333
1,502,huntsman,8.21734334154839
1,503,to,1.2361550560750363
1,504,carry,0.7957986380203407
1,505,back,7.0246685227440055
1,506,to,4.345348053229896
1,507,the,1.2204545019037942
1,508,Manor,16.503094701158908
1,509,"House ,",11.805598067710042
1,510,but,2.328298891606242
1,511,the,2.04152401266794
1,512,"huntsman ,",13.253434722083416
1,513,who,3.4000481644848817
1,514,was,2.113685697195513
1,515,as,8.041271730606136
1,516,quick - witted,38.1830749483306
1,517,and,1.7230742290069796
1,518,cunning,4.786335303647956
1,519,as,0.3701794563137419
1,520,"ever ,",4.3963570755799
1,521,asked,9.759500864373008
1,522,"himself ,",11.927120320879098
1,523,' What,8.154494445009856
1,524,else,7.9085121310297035
1,525,can,1.6643029416929338
1,526,I,0.558688350054585
1,527,do,0.4188260819758315
1,528,to,2.1234207751476024
1,529,prove,8.988428344049865
1,530,I,4.769535006415771
1,531,killed,6.246725639484194
1,532,the,1.098817450315286
1,533,boar ? ',3.3839556460648534
1,534,The,2.8859228840303
1,535,next,8.652956233554457
1,536,instance,14.051227478786295
1,537,he,6.933087073228956
1,538,opened,11.816596358232719
1,539,the,2.9483082147695767
1,540,boar 's,20.365353596798563
1,541,mouth,2.112739620633117
1,542,and,1.8164465338654632
1,543,cut,7.6665063999028
1,544,out,5.238577786669082
1,545,its,1.9832588702953833
1,546,"tongue ,",8.425906113746583
1,547,taking,7.933712404895329
1,548,that,7.225269774640989
1,549,as,2.4831147502078776
1,550,proof,2.8239451521735677
1,551,for,6.098544011639591
1,552,the,2.387071210816193
1,553,Lord .,12.738191190278707
1,554,He,3.547669816818275
1,555,set,7.929632976416863
1,556,out,3.358261883770047
1,557,for,3.264885279345292
1,558,the,1.0059822472754474
1,559,Manor,2.66574828663862
1,560,House,1.0531524448755425
1,561,as,6.749320859059631
1,562,quickly,5.671283384517495
1,563,as,0.043761584764090755
1,564,he,0.8418257529314762
1,565,could,0.1116868233401894
1,566,and,3.0264165434160333
1,567,he,5.2952250882449725
1,568,had,4.647914035205119
1,569,only,6.201079380153394
1,570,been,6.345656251635912
1,571,gone,9.328680196378052
1,572,a,2.637031311528152
1,573,few,1.1188921252372475
1,574,minutes,1.881596313734709
1,575,when,4.440330975613709
1,576,a,4.475816843896836
1,577,second,8.15826671247388
1,578,"huntsman ,",11.519333668885283
1,579,not,8.637762598246633
1,580,so,5.338720532544082
1,581,bold,7.725101576982363
1,582,as,1.3678538666609477
1,583,the,1.3779354896545255
1,584,first,1.4947080979547045
1,585,but,5.529139379614082
1,586,a,4.287003282889989
1,587,little,4.841368032097546
1,588,more,2.4865710855422676
1,589,"cunning ,",5.083046480239857
1,590,came,2.1259853804372684
1,591,on,6.497399296214582
1,592,the,1.6133589287849561
1,593,scene .,2.2628110798367254
1,594,Seeing,8.473886521614894
1,595,the,2.067208589678395
1,596,slain,14.227731209574985
1,597,carcass,9.733898233736653
1,598,of,2.7626734090986274
1,599,the,0.4540960690364627
1,600,"boar ,",3.0558573323695253
1,601,the,1.4839041478275028
1,602,huntsman,1.4402429878312748
1,603,rejoiced,10.75532031284367
1,604,in,4.494016048011138
1,605,his,1.4140372278103919
1,606,good,6.993391757858095
1,607,fortune .,1.9395011739515393
1,608,The,2.7922680116764487
1,609,second,5.185380113104198
1,610,huntsman,1.4603763227771804
1,611,knew,9.116184624347397
1,612,a,6.768029131820487
1,613,shortcut,11.727598776064232
1,614,to,1.3035629681501109
1,615,the,1.188480089394659
1,616,Manor,0.9671760819347631
1,617,House,0.20180310965687548
1,618,was,10.535159130098759
1,619,just,6.9111991852189485
1,620,around,5.233811115517769
1,621,the,0.12914935051843665
1,622,nearby,17.430108706533584
1,623,"pond ,",11.335219326224829
1,624,"and ,",14.502798197573151
1,625,being,7.51293139612714
1,626,a,3.024506504095551
1,627,bigger,12.785124223803264
1,628,man,1.7044247743127183
1,629,than,1.9734575790227118
1,630,the,0.9995056386179302
1,631,"first ,",1.0565017640054328
1,632,was,4.732565615786302
1,633,able,3.146225849382497
1,634,to,0.03592301056041514
1,635,pick,7.994533725407659
1,636,up,1.6068409582999066
1,637,the,0.7224210361511674
1,638,boar 's,8.826268079710603
1,639,head,3.205839507720469
1,640,and,1.6954930273228093
1,641,carry,3.0966253649430597
1,642,it,0.14989965928431254
1,643,through,6.090469082216281
1,644,the,0.28695391287785055
1,645,wood,8.419167145555175
1,646,towards,7.913278114250414
1,647,the,0.3509569769246371
1,648,prize,15.280896553149342
1,649,that,8.032354774124201
1,650,awaited,5.451377767991764
1,651,him .,1.2208097750648141
1,652,The,1.8937857560972613
1,653,Lord,7.472331107772654
1,654,of,3.5419015187083365
1,655,the,1.1831190462019634
1,656,Manor,1.2900241499088887
1,657,was,4.0099846357698326
1,658,seated,8.59094960861238
1,659,in,2.535025821561657
1,660,his,3.208543418957334
1,661,hall,8.732035232282383
1,662,when,6.721159043946148
1,663,the,1.02946673622474
1,664,second,3.2130858247319223
1,665,huntsman,0.19607432506482803
1,666,burst,9.534817225841008
1,667,through,2.8348756815318046
1,668,the,0.44270333630403225
1,669,door,1.094316750333532
1,670,and,1.6648187176628713
1,671,began,5.838915562244078
1,672,to,1.0885380472732162
1,673,spin,12.16192789013679
1,674,a,4.2235526916112685
1,675,line .,16.25374634273607
1,676,' The,9.457465620858347
1,677,woes,20.2896037045364
1,678,of,0.5361047922218369
1,679,Bradford,19.751602072662536
1,680,are,5.010196521143531
1,681,ended ! ',18.414769576650965
1,682,he,4.949186707645855
1,683,announced .,9.564361609484777
1,684,' With,9.246509293552915
1,685,my,4.953657568637684
1,686,own,5.583348655131341
1,687,hand,3.131687124009159
1,688,I,1.558547885972328
1,689,have,2.2362720070254585
1,690,slain,7.823624246286235
1,691,the,0.9312987811382726
1,692,boar ! ',5.273402563047593
1,693,"And ,",12.92217410258812
1,694,with,3.8411331010486323
1,695,"that ,",6.854384544523769
1,696,at,9.138499717262148
1,697,the,1.828917339844827
1,698,feet,7.684160075048566
1,699,of,0.01551271821336733
1,700,his,4.1114998031987176
1,701,lord,6.96743407239807
1,702,he,3.8653685522429173
1,703,dropped,8.915188500284033
1,704,the,1.1886974754653494
1,705,boar 's,7.909754030515921
1,706,enormous,13.83276823635432
1,707,head .,3.8107951034624565
1,708,' Then,8.211338150773031
1,709,you,10.40436013274216
1,710,will,2.567727462709966
1,711,be,3.708313651509699
1,712,"rewarded ,",9.512906636121086
1,713,as,4.5032391336116095
1,714,I,3.5053810027976193
1,715,promised . ',10.638134086268167
1,716,' But,9.371301968810778
1,717,"first ,",11.831561600580196
1,718,let,5.092897474498628
1,719,me,2.459464040026526
1,720,examine,10.26361365885966
1,721,the,1.086020909195188
1,722,head,6.126326089059969
1,723,of,1.7813244088889113
1,724,this,4.414163471319632
1,725,"monster , '",16.77474611371094
1,726,said,6.610612723555155
1,727,the,0.6272641103203432
1,728,Lord,0.34070801481176977
1,729,of,0.5292096207877826
1,730,the,0.0514124237809761
1,731,Manor .,0.8049329133922433
1,732,To,8.443964980017782
1,733,not,11.685299299119222
1,734,examine,11.084506113484743
1,735,the,1.964699534510174
1,736,head,0.3739018488090165
1,737,in,6.961238569383387
1,738,advance,7.55046901743506
1,739,had,7.083284337741671
1,740,not,4.066987941433009
1,741,been,1.5284412910428882
1,742,very,8.451743411351005
1,743,clever,6.338373818267778
1,744,on,7.537537985881987
1,745,the,1.8137304118603867
1,746,part,0.18825410144358984
1,747,of,0.00976131471164708
1,748,the,0.530826257705893
1,749,huntsman .,5.244161472152236
1,750,Right,12.520372755203848
1,751,"away ,",7.49442967452997
1,752,the,1.9206748995943597
1,753,Lord,1.0420740104375636
1,754,noticed,10.057319093288514
1,755,the,2.302675884384796
1,756,tongue,15.036770619902603
1,757,of,1.6936734508766809
1,758,the,0.4589484735392314
1,759,boar,1.801852712657463
1,760,was,3.515151681158437
1,761,missing,5.017615164771149
1,762,and,2.4870581404095113
1,763,"exclaimed ,",9.943558589135547
1,764,' What,4.209398562440922
1,765,is,2.766374991693148
1,766,this ?,5.067587303719101
1,767,A,8.648235653753574
1,768,boar,5.065026112049922
1,769,with,6.646530956222551
1,770,no,4.036322058922963
1,771,tongue ? ',5.13108046070391
1,772,He,3.8419565539809635
1,773,looked,4.252428578691134
1,774,at,1.312330127743144
1,775,the,0.6669782150705948
1,776,"huntsman ,",14.072109596802491
1,777,dubiously .,21.27371784180669
1,778,' How,6.657692716254873
1,779,come,5.875804464992943
1,780,this,4.151546307417425
1,781,creature,3.601468053799972
1,782,has,2.943460367807056
1,783,no,0.8653346634171916
1,784,tongue ? ',1.8397231387855255
1,785,he,2.6071322996583035
1,786,demanded .,6.206769340165865
1,787,All,9.510555977249092
1,788,eyes,6.216808225470703
1,789,were,1.5039949891186453
1,790,on,1.3873910957989626
1,791,the,1.1515825875132502
1,792,huntsman .,9.198151687842708
1,793,The,2.5809106208292034
1,794,huntsman,2.6459799192000144
1,795,questioned,9.921508521485775
1,796,by,11.160718505388086
1,797,the,1.4988841806829551
1,798,Lord,0.17893271700923535
1,799,"replied ,",11.25263833076871
1,800,' I,3.665944317361692
1,801,can not,9.632940551429577
1,802,"say ,",10.072532678583839
1,803,my,7.845093872489344
1,804,Lord . ',6.5169700619695154
1,805,He,4.05565050112283
1,806,was,4.832789193507208
1,807,suddenly,9.33376262767635
1,808,realizing,14.728368578653
1,809,his,4.019804845134099
1,810,tricky,17.42737487031547
1,811,situation,3.4567697625659446
1,812,could,12.571794191950621
1,813,end,7.549298847478589
1,814,badly,4.119663131704572
1,815,for,1.524846337691903
1,816,him .,2.2017297215562905
1,817,Through,12.648084320012156
1,818,the,2.0051025587641194
1,819,door,8.782072552655013
1,820,at,5.951677019178184
1,821,this,7.807843806173667
1,822,"moment ,",3.0033815311247705
1,823,the,1.3980108525070902
1,824,first,9.006172826035286
1,825,huntsman,0.6766789418394996
1,826,burst .,18.784919236970445
1,827,' The,5.3091942070786535
1,828,woes,18.464618748003552
1,829,of,0.05698013637543027
1,830,Bradford,0.16694149540071798
1,831,are,0.21612593230988697
1,832,ended ! ',0.9980257064094243
1,833,he,1.4034346693673507
1,834,cried .,7.301192289786305
1,835,' I,4.106906834524775
1,836,have,1.6969633070050354
1,837,slain,2.022736111939734
1,838,the,
1,839,boar,19.377688744011575
1,840,the,9.742504162953539
1,841,people,10.309103757943475
1,842,of,2.6760208103746557
1,843,Bradford,13.664124800640664
1,844,dreaded ! ',41.087965110993956
1,845,All,9.585615397461053
1,846,eyes,9.042073860437595
1,847,turned,2.9833276661035635
1,848,to,0.9427454304317486
1,849,the,1.6300539726348124
1,850,man,6.370203679358863
1,851,who,1.9840747559910763
1,852,now,7.773648839667916
1,853,stood,2.9130624342670544
1,854,in,2.671349761577222
1,855,the,1.2746313586913656
1,856,doorway .,12.263396966215243
1,857,' The,8.909990840609657
1,858,reward,16.22287442501029
1,859,is,7.153995348609216
1,860,already,9.34058139581776
1,861,"given , '",18.505545115464074
1,862,said,3.1816721616559254
1,863,the,1.754280996953989
1,864,Lord,7.157086908741126
1,865,of,3.968886629623751
1,866,the,1.4182138264865953
1,867,Manor .,9.335167381968597
1,868,' The,4.7431729897435675
1,869,man,3.796617799629906
1,870,here,9.896796678348599
1,871,has,5.84305002517082
1,872,brought,7.094270589478787
1,873,to,5.249261004975378
1,874,me,5.17341080853475
1,875,the,2.9205815157627764
1,876,boar 's,22.44945134029241
1,877,head . ',8.739433495965875
1,878,' Then,9.994982949587383
1,879,where,9.338247247280249
1,880,is,2.314014184608228
1,881,its,7.227712616213844
1,882,tongue ? ',11.660392169681993
1,883,the,5.785511509498159
1,884,first,10.445825149865184
1,885,huntsman,16.668932927854343
1,886,replied .,5.64245737240638
1,887,"And ,",19.796919501164886
1,888,so,7.346665448579011
1,889,"saying ,",8.61984819740216
1,890,he,2.9061483877370677
1,891,drew,6.893031625912404
1,892,out,3.367734000248967
1,893,the,2.2212763237487776
1,894,boar 's,7.3293315536746935
1,895,tongue,2.913301146186452
1,896,he,10.667194338749757
1,897,had,3.576660588308917
1,898,put,6.21188814579482
1,899,in,1.92643958606863
1,900,his,1.661301500470076
1,901,hunting,12.594226233067959
1,902,pouch,8.549037436597112
1,903,and,3.1408173389781635
1,904,related,14.807604425558512
1,905,how,4.6223818348233285
1,906,he,1.878142730122733
1,907,had,0.7294243416769518
1,908,ambushed,15.002283831085084
1,909,the,1.2558863676345502
1,910,creature,7.734957558738008
1,911,in,4.355900908686838
1,912,the,1.568062826131313
1,913,wood,7.914496439349126
1,914,and,3.517160094555213
1,915,cut,7.661730785653642
1,916,out,6.030177468268607
1,917,its,0.4775690351481477
1,918,tongue,5.66202968600517
1,919,as,6.027691974998338
1,920,proof,9.294796862435666
1,921,of,0.9944611294941478
